Activity,Timestamp,Value
Weight Recorded,6/16 7:17AM,12.3 lbs
Weight Recorded,6/16 6:04AM,8.1 lbs
Weight Recorded,6/15 11:57PM,10.9 lbs
Weight Recorded,6/15 10:30PM,8.2 lbs
Weight Recorded,6/15 9:45PM,12.4 lbs
Weight Recorded,6/15 2:18PM,7.9 lbs
Weight Recorded,6/15 10:32AM,12.6 lbs
Weight Recorded,6/15 10:17AM,10.8 lbs
Weight Recorded,6/15 8:00AM,12.4 lbs
Weight Recorded,6/15 7:50AM,11.9 lbs
Weight Recorded,6/15 1:54AM,12.5 lbs
Weight Recorded,6/15 12:06AM,10.7 lbs
Weight Recorded,6/14 11:59PM,10.8 lbs
Weight Recorded,6/14 11:53PM,8.0 lbs
Weight Recorded,6/14 9:48PM,7.9 lbs
Weight Recorded,6/14 4:20PM,12.2 lbs
Weight Recorded,6/14 1:21PM,8.0 lbs
Weight Recorded,6/14 9:49AM,8.1 lbs
Weight Recorded,6/14 8:30AM,10.9 lbs
Weight Recorded,6/14 4:41AM,12.8 lbs
Weight Recorded,6/14 12:39AM,8.0 lbs
Weight Recorded,6/13 11:05PM,12.8 lbs
Weight Recorded,6/13 7:51PM,8.0 lbs
Weight Recorded,6/13 7:06PM,11.8 lbs
Weight Recorded,6/13 7:03PM,10.5 lbs
Weight Recorded,6/13 6:41PM,7.8 lbs
Weight Recorded,6/13 3:50PM,12.6 lbs
Weight Recorded,6/13 10:58AM,8.3 lbs
Weight Recorded,6/13 8:00AM,8.2 lbs
Weight Recorded,6/13 6:12AM,11.8 lbs
Weight Recorded,6/13 5:27AM,10.6 lbs
Weight Recorded,6/13 4:35AM,12.7 lbs
Weight Recorded,6/12 9:01PM,8.1 lbs
Weight Recorded,6/12 8:27PM,10.6 lbs
Weight Recorded,6/12 6:26PM,8.1 lbs
Weight Recorded,6/12 5:25PM,12.4 lbs
Weight Recorded,6/12 12:42PM,10.6 lbs
Weight Recorded,6/12 12:15PM,8.2 lbs
Weight Recorded,6/12 8:39AM,10.8 lbs
Weight Recorded,6/12 8:13AM,12.6 lbs
Weight Recorded,6/12 7:23AM,8.2 lbs
Weight Recorded,6/12 6:14AM,12.7 lbs
Weight Recorded,6/11 11:50PM,8.1 lbs
Weight Recorded,6/11 11:21PM,12.6 lbs
Weight Recorded,6/11 10:07PM,10.4 lbs
Weight Recorded,6/11 6:37PM,8.1 lbs
Weight Recorded,6/11 4:10PM,11.4 lbs
Weight Recorded,6/11 4:00PM,12.5 lbs
Weight Recorded,6/11 2:11PM,10.5 lbs
Weight Recorded,6/11 1:59PM,11.8 lbs
Weight Recorded,6/11 8:25AM,8.3 lbs
Weight Recorded,6/11 4:39AM,12.7 lbs
Weight Recorded,6/11 3:58AM,10.8 lbs
Weight Recorded,6/10 6:57PM,12.8 lbs
Weight Recorded,6/10 6:55PM,11.7 lbs
Weight Recorded,6/10 6:49PM,7.9 lbs
Weight Recorded,6/10 10:16AM,8.2 lbs
Weight Recorded,6/10 8:43AM,10.2 lbs
Weight Recorded,6/10 6:21AM,12.2 lbs
Weight Recorded,6/10 6:20AM,12.0 lbs
Weight Recorded,6/10 4:54AM,11.9 lbs
Weight Recorded,6/10 1:47AM,10.8 lbs
Weight Recorded,6/9 10:15PM,10.6 lbs
Weight Recorded,6/9 6:33PM,12.5 lbs
Weight Recorded,6/9 6:06PM,8.0 lbs
Weight Recorded,6/9 10:35AM,10.6 lbs
Weight Recorded,6/9 8:10AM,12.5 lbs
Weight Recorded,6/9 7:32AM,12.4 lbs
Weight Recorded,6/9 7:31AM,12.1 lbs
Weight Recorded,6/8 11:20PM,11.8 lbs
Weight Recorded,6/8 11:00PM,12.5 lbs
Weight Recorded,6/8 7:26PM,10.6 lbs
Weight Recorded,6/8 6:52PM,8.0 lbs
Weight Recorded,6/8 5:35PM,12.5 lbs
Weight Recorded,6/8 10:50AM,12.6 lbs
Weight Recorded,6/8 9:47AM,12.4 lbs
Weight Recorded,6/8 9:40AM,12.4 lbs
Weight Recorded,6/8 9:34AM,12.3 lbs
Weight Recorded,6/8 9:25AM,12.4 lbs
Weight Recorded,6/8 9:12AM,12.4 lbs
Weight Recorded,6/8 9:10AM,12.7 lbs
Weight Recorded,6/8 8:24AM,7.9 lbs
Weight Recorded,6/8 5:11AM,8.0 lbs
Weight Recorded,6/8 5:03AM,12.7 lbs
Weight Recorded,6/8 2:15AM,10.6 lbs
Weight Recorded,6/8 2:12AM,10.8 lbs
Weight Recorded,6/8 12:43AM,8.0 lbs
Weight Recorded,6/7 10:02PM,8.2 lbs
Weight Recorded,6/7 4:35PM,12.8 lbs
Weight Recorded,6/7 1:14PM,4.4 lbs
Weight Recorded,6/7 1:10PM,12.0 lbs
Weight Recorded,6/7 11:52AM,7.9 lbs
Weight Recorded,6/7 9:29AM,8.0 lbs
Weight Recorded,6/7 7:56AM,10.4 lbs
Weight Recorded,6/7 7:43AM,12.6 lbs
Weight Recorded,6/7 5:03AM,12.6 lbs
Weight Recorded,6/7 12:05AM,12.7 lbs
Weight Recorded,6/6 11:23PM,8.1 lbs
Weight Recorded,6/6 5:41PM,10.5 lbs
Weight Recorded,6/6 5:22PM,12.6 lbs
Weight Recorded,6/6 4:11PM,8.1 lbs
Weight Recorded,6/6 8:34AM,8.1 lbs
Weight Recorded,6/6 4:47AM,12.5 lbs
Weight Recorded,6/5 11:18PM,10.3 lbs
Weight Recorded,6/5 11:06PM,8.2 lbs
Weight Recorded,6/5 10:16PM,6.1 lbs
Weight Recorded,6/5 8:04PM,8.1 lbs
Weight Recorded,6/5 5:46PM,8.2 lbs
Weight Recorded,6/5 5:43PM,12.5 lbs
Weight Recorded,6/5 5:36PM,12.6 lbs
Weight Recorded,6/5 3:36PM,10.3 lbs
Weight Recorded,6/5 3:00PM,12.6 lbs
Weight Recorded,6/5 10:46AM,11.9 lbs
Weight Recorded,6/5 10:18AM,8.2 lbs
Weight Recorded,6/5 4:59AM,10.0 lbs
Weight Recorded,6/5 4:58AM,10.3 lbs
Weight Recorded,6/5 4:29AM,12.6 lbs
Weight Recorded,6/5 3:47AM,12.6 lbs
Weight Recorded,6/5 12:05AM,8.2 lbs
Weight Recorded,6/4 5:27PM,10.3 lbs
Weight Recorded,6/4 5:23PM,8.2 lbs
Weight Recorded,6/4 4:44PM,12.5 lbs
Weight Recorded,6/4 4:18PM,11.7 lbs
Weight Recorded,6/4 5:09AM,10.1 lbs
Weight Recorded,6/4 4:58AM,12.6 lbs
Weight Recorded,6/4 4:46AM,12.6 lbs
Weight Recorded,6/4 12:19AM,8.0 lbs
Weight Recorded,6/3 8:13PM,12.4 lbs
Weight Recorded,6/3 6:02PM,12.7 lbs
Weight Recorded,6/3 4:21PM,8.0 lbs
Weight Recorded,6/3 4:19PM,8.2 lbs
Weight Recorded,6/3 8:33AM,10.2 lbs
Weight Recorded,6/3 8:26AM,10.4 lbs
Weight Recorded,6/3 6:21AM,10.4 lbs
Weight Recorded,6/3 5:23AM,10.4 lbs
Weight Recorded,6/3 4:49AM,10.3 lbs
Weight Recorded,6/3 4:14AM,10.4 lbs
Weight Recorded,6/3 3:50AM,10.4 lbs
Weight Recorded,6/3 3:23AM,10.4 lbs
Weight Recorded,6/3 3:01AM,10.4 lbs
Weight Recorded,6/3 2:40AM,10.3 lbs
Weight Recorded,6/3 2:31AM,10.4 lbs
Weight Recorded,6/3 2:24AM,10.4 lbs
Weight Recorded,6/3 2:13AM,10.7 lbs
Weight Recorded,6/3 1:32AM,8.2 lbs
Weight Recorded,6/2 11:21PM,8.0 lbs
Weight Recorded,6/2 11:11PM,11.9 lbs
Weight Recorded,6/2 10:46PM,10.8 lbs
Weight Recorded,6/2 9:20PM,12.6 lbs
Weight Recorded,6/2 5:38PM,8.1 lbs
Weight Recorded,6/2 4:35PM,12.6 lbs
Weight Recorded,6/2 3:30PM,10.7 lbs
Weight Recorded,6/2 9:08AM,8.2 lbs
Weight Recorded,6/2 8:08AM,12.2 lbs
Weight Recorded,6/2 7:15AM,10.9 lbs
Weight Recorded,6/2 6:39AM,12.6 lbs
Weight Recorded,6/1 11:41PM,8.1 lbs
Weight Recorded,6/1 5:57PM,10.7 lbs
Weight Recorded,6/1 5:39PM,12.6 lbs
Weight Recorded,6/1 2:56PM,8.1 lbs
Weight Recorded,6/1 7:53AM,10.7 lbs
Weight Recorded,6/1 6:20AM,12.6 lbs
Weight Recorded,6/1 12:18AM,10.9 lbs
Weight Recorded,5/31 7:14PM,12.6 lbs
Weight Recorded,5/31 3:09PM,12.7 lbs
Weight Recorded,5/31 12:26PM,12.7 lbs
Weight Recorded,5/31 10:38AM,8.1 lbs
Weight Recorded,5/31 8:49AM,12.7 lbs
Weight Recorded,5/31 8:45AM,10.8 lbs
Weight Recorded,5/31 3:10AM,8.1 lbs
Weight Recorded,5/31 12:41AM,12.7 lbs
Weight Recorded,5/30 11:09PM,8.2 lbs
Weight Recorded,5/30 10:50PM,8.1 lbs
Weight Recorded,5/30 10:25PM,11.0 lbs
Weight Recorded,5/30 5:17PM,12.8 lbs
