Activity,Timestamp,Value
Weight Recorded,12/22 5:24AM,12.3 lbs
Weight Recorded,12/22 5:12AM,12.6 lbs
Weight Recorded,12/22 5:09AM,12.8 lbs
Weight Recorded,12/21 10:03PM,11.5 lbs
Weight Recorded,12/21 9:17PM,9.9 lbs
Weight Recorded,12/21 8:31PM,8.7 lbs
Weight Recorded,12/21 8:11PM,10.7 lbs
Weight Recorded,12/21 6:39PM,12.3 lbs
Weight Recorded,12/21 6:34PM,12.5 lbs
Weight Recorded,12/21 6:27PM,12.8 lbs
Weight Recorded,12/21 1:22PM,7.9 lbs
Weight Recorded,12/21 1:14PM,12.4 lbs
Weight Recorded,12/21 1:10PM,12.3 lbs
Weight Recorded,12/21 12:13PM,13.0 lbs
Weight Recorded,12/21 10:48AM,10.5 lbs
Weight Recorded,12/21 10:07AM,12.5 lbs
Weight Recorded,12/21 9:41AM,12.6 lbs
Weight Recorded,12/21 6:43AM,11.1 lbs
Weight Recorded,12/21 6:12AM,12.5 lbs
Weight Recorded,12/21 5:27AM,8.1 lbs
Weight Recorded,12/21 3:17AM,8.0 lbs
Weight Recorded,12/21 1:35AM,10.8 lbs
Weight Recorded,12/21 12:28AM,13.0 lbs
Weight Recorded,12/21 12:22AM,11.3 lbs
Weight Recorded,12/21 12:16AM,11.4 lbs
Weight Recorded,12/20 7:30PM,7.7 lbs
Weight Recorded,12/20 6:52PM,7.8 lbs
Weight Recorded,12/20 6:40PM,7.3 lbs
Weight Recorded,12/20 6:35PM,8.9 lbs
Weight Recorded,12/20 6:31PM,12.1 lbs
Weight Recorded,12/20 6:21PM,8.6 lbs
Weight Recorded,12/20 4:01PM,12.2 lbs
Weight Recorded,12/20 8:12AM,8.0 lbs
Weight Recorded,12/20 6:59AM,12.4 lbs
Weight Recorded,12/20 6:48AM,8.3 lbs
Weight Recorded,12/20 6:22AM,11.6 lbs
Weight Recorded,12/20 4:45AM,7.8 lbs
Weight Recorded,12/20 1:31AM,7.5 lbs
Weight Recorded,12/20 1:25AM,10.3 lbs
Weight Recorded,12/20 12:03AM,12.3 lbs
Weight Recorded,12/19 9:28PM,8.3 lbs
Weight Recorded,12/19 8:08PM,10.9 lbs
Weight Recorded,12/19 7:42PM,7.7 lbs
Weight Recorded,12/19 7:40PM,12.9 lbs
Weight Recorded,12/19 7:38PM,11.1 lbs
Weight Recorded,12/19 7:33PM,12.2 lbs
Weight Recorded,12/19 6:17PM,8.2 lbs
Weight Recorded,12/19 4:11PM,8.6 lbs
Weight Recorded,12/19 4:00PM,7.9 lbs
Weight Recorded,12/19 1:43PM,12.0 lbs
Weight Recorded,12/19 1:08PM,10.2 lbs
Weight Recorded,12/19 12:49PM,10.8 lbs
Weight Recorded,12/19 12:36PM,12.7 lbs
Weight Recorded,12/19 6:42AM,10.4 lbs
Weight Recorded,12/19 6:35AM,11.8 lbs
Weight Recorded,12/19 6:30AM,7.9 lbs
Weight Recorded,12/19 6:24AM,8.0 lbs
Weight Recorded,12/19 4:35AM,9.8 lbs
Weight Recorded,12/18 11:11PM,11.9 lbs
Weight Recorded,12/18 11:07PM,10.3 lbs
Weight Recorded,12/18 11:02PM,10.0 lbs
Weight Recorded,12/18 9:47PM,10.5 lbs
Weight Recorded,12/18 7:29PM,12.4 lbs
Weight Recorded,12/18 7:09PM,11.0 lbs
Weight Recorded,12/18 6:38PM,12.5 lbs
Weight Recorded,12/18 5:40PM,7.9 lbs
Weight Recorded,12/18 5:38PM,9.6 lbs
Weight Recorded,12/18 12:19PM,7.9 lbs
Weight Recorded,12/18 12:07PM,9.7 lbs
Weight Recorded,12/18 10:40AM,13.2 lbs
Weight Recorded,12/18 10:32AM,12.8 lbs
Weight Recorded,12/18 7:56AM,10.7 lbs
Weight Recorded,12/18 7:52AM,11.4 lbs
Weight Recorded,12/18 7:32AM,7.2 lbs
Weight Recorded,12/18 6:56AM,8.0 lbs
Weight Recorded,12/18 6:51AM,12.8 lbs
Weight Recorded,12/18 6:46AM,12.3 lbs
Weight Recorded,12/18 5:30AM,9.9 lbs
Weight Recorded,12/18 4:18AM,7.2 lbs
Weight Recorded,12/18 3:48AM,7.7 lbs
Weight Recorded,12/18 2:36AM,12.3 lbs
Weight Recorded,12/18 2:34AM,7.1 lbs
Weight Recorded,12/18 2:27AM,7.7 lbs
Weight Recorded,12/18 12:49AM,7.6 lbs
Weight Recorded,12/17 11:45PM,10.0 lbs
Weight Recorded,12/17 11:28PM,7.4 lbs
Weight Recorded,12/17 9:33PM,10.0 lbs
Weight Recorded,12/17 8:45PM,11.9 lbs
Weight Recorded,12/17 7:36PM,10.9 lbs
Weight Recorded,12/17 6:20PM,8.0 lbs
Weight Recorded,12/17 4:20PM,9.8 lbs
Weight Recorded,12/17 2:14PM,12.2 lbs
Weight Recorded,12/17 1:54PM,8.7 lbs
Weight Recorded,12/17 1:43PM,10.1 lbs
Weight Recorded,12/17 12:27PM,8.9 lbs
Weight Recorded,12/17 7:50AM,11.6 lbs
Weight Recorded,12/17 7:31AM,7.5 lbs
Weight Recorded,12/17 7:25AM,7.9 lbs
Weight Recorded,12/17 6:36AM,10.8 lbs
Weight Recorded,12/17 6:10AM,12.2 lbs
Weight Recorded,12/17 1:44AM,8.3 lbs
Weight Recorded,12/17 1:05AM,11.4 lbs
Weight Recorded,12/17 12:48AM,9.9 lbs
Weight Recorded,12/16 10:07PM,7.9 lbs
Weight Recorded,12/16 9:48PM,12.6 lbs
Weight Recorded,12/16 6:31PM,12.4 lbs
Weight Recorded,12/16 6:26PM,11.5 lbs
Weight Recorded,12/16 5:03PM,8.4 lbs
Weight Recorded,12/16 4:52PM,8.4 lbs
Weight Recorded,12/16 3:45PM,9.7 lbs
Weight Recorded,12/16 2:13PM,7.7 lbs
Weight Recorded,12/16 1:42PM,15.8 lbs
Weight Recorded,12/16 11:33AM,13.0 lbs
Weight Recorded,12/16 11:14AM,8.4 lbs
Weight Recorded,12/16 11:10AM,8.1 lbs
Weight Recorded,12/16 10:44AM,10.3 lbs
Weight Recorded,12/16 10:43AM,9.2 lbs
Weight Recorded,12/16 8:53AM,10.9 lbs
Weight Recorded,12/16 7:32AM,7.8 lbs
Weight Recorded,12/16 6:23AM,12.7 lbs
Weight Recorded,12/16 6:17AM,12.0 lbs
Weight Recorded,12/16 6:12AM,12.4 lbs
Weight Recorded,12/16 1:00AM,10.7 lbs
Weight Recorded,12/16 12:36AM,12.7 lbs
Weight Recorded,12/16 12:30AM,11.9 lbs
Weight Recorded,12/15 10:55PM,7.9 lbs
Weight Recorded,12/15 9:59PM,11.4 lbs
Weight Recorded,12/15 6:56PM,10.1 lbs
Weight Recorded,12/15 6:16PM,10.8 lbs
Weight Recorded,12/15 6:02PM,8.7 lbs
Weight Recorded,12/15 5:53PM,12.6 lbs
Weight Recorded,12/15 1:41PM,8.1 lbs
Weight Recorded,12/15 10:49AM,12.3 lbs
Weight Recorded,12/15 7:32AM,12.2 lbs
Weight Recorded,12/15 7:27AM,7.5 lbs
Weight Recorded,12/15 5:53AM,12.8 lbs
Weight Recorded,12/15 5:43AM,12.4 lbs
Weight Recorded,12/15 5:29AM,10.2 lbs
Weight Recorded,12/15 5:20AM,10.4 lbs
Weight Recorded,12/15 3:54AM,8.0 lbs
Weight Recorded,12/15 12:00AM,10.9 lbs
Weight Recorded,12/14 11:16PM,9.8 lbs
Weight Recorded,12/14 11:08PM,7.8 lbs
Weight Recorded,12/14 10:24PM,8.4 lbs
Weight Recorded,12/14 8:33PM,11.9 lbs
Weight Recorded,12/14 1:43PM,10.8 lbs
Weight Recorded,12/14 1:26PM,12.1 lbs
Weight Recorded,12/14 10:23AM,8.5 lbs
Weight Recorded,12/14 6:31AM,8.0 lbs
Weight Recorded,12/14 5:25AM,12.5 lbs
Weight Recorded,12/14 5:21AM,11.6 lbs
Weight Recorded,12/14 5:18AM,12.6 lbs
Weight Recorded,12/14 2:07AM,12.5 lbs
Weight Recorded,12/14 12:33AM,10.5 lbs
Weight Recorded,12/13 11:59PM,12.0 lbs
Weight Recorded,12/13 11:38PM,10.8 lbs
Weight Recorded,12/13 11:22PM,10.3 lbs
Weight Recorded,12/13 6:48PM,11.9 lbs
Weight Recorded,12/13 6:03PM,6.2 lbs
Weight Recorded,12/13 5:17PM,10.1 lbs
Weight Recorded,12/13 10:41AM,11.8 lbs
Weight Recorded,12/13 10:03AM,8.2 lbs
Weight Recorded,12/13 7:33AM,10.4 lbs
Weight Recorded,12/13 6:24AM,13.1 lbs
Weight Recorded,12/13 6:18AM,8.1 lbs
Weight Recorded,12/13 6:10AM,12.8 lbs
Weight Recorded,12/13 1:52AM,12.2 lbs
Weight Recorded,12/13 1:49AM,12.2 lbs
Weight Recorded,12/13 1:44AM,10.7 lbs
Weight Recorded,12/12 11:46PM,8.8 lbs
Weight Recorded,12/12 11:30PM,10.0 lbs
Weight Recorded,12/12 11:05PM,11.5 lbs
Weight Recorded,12/12 10:20PM,11.7 lbs
Weight Recorded,12/12 7:12PM,11.6 lbs
Weight Recorded,12/12 6:23PM,12.0 lbs
Weight Recorded,12/12 5:14PM,7.9 lbs
Weight Recorded,12/12 3:41PM,11.9 lbs
Weight Recorded,12/12 12:44PM,11.0 lbs
Weight Recorded,12/12 12:31PM,10.2 lbs
Weight Recorded,12/12 10:49AM,8.4 lbs
Weight Recorded,12/12 10:48AM,7.6 lbs
Weight Recorded,12/12 7:30AM,8.4 lbs
Weight Recorded,12/12 6:36AM,12.4 lbs
Weight Recorded,12/12 5:50AM,11.9 lbs
Weight Recorded,12/12 5:13AM,10.8 lbs
Weight Recorded,12/12 5:12AM,13.2 lbs
Weight Recorded,12/12 5:07AM,12.2 lbs
Weight Recorded,12/12 4:49AM,12.1 lbs
Weight Recorded,12/12 4:41AM,10.1 lbs
Weight Recorded,12/12 1:42AM,8.6 lbs
Weight Recorded,12/11 9:13PM,13.4 lbs
Weight Recorded,12/11 9:04PM,8.0 lbs
Weight Recorded,12/11 8:25PM,10.8 lbs
Weight Recorded,12/11 8:18PM,12.7 lbs
Weight Recorded,12/11 7:12PM,12.7 lbs
Weight Recorded,12/11 3:41PM,10.0 lbs
Weight Recorded,12/11 3:36PM,10.0 lbs
Weight Recorded,12/11 3:31PM,8.3 lbs
Weight Recorded,12/11 2:46PM,12.3 lbs
Weight Recorded,12/11 10:24AM,8.5 lbs
Weight Recorded,12/11 7:53AM,8.9 lbs
Weight Recorded,12/11 6:00AM,12.6 lbs
Weight Recorded,12/11 5:54AM,12.4 lbs
Weight Recorded,12/11 1:47AM,10.6 lbs
Weight Recorded,12/11 1:17AM,11.2 lbs
Weight Recorded,12/10 11:21PM,7.8 lbs
Weight Recorded,12/10 10:28PM,10.0 lbs
Weight Recorded,12/10 9:03PM,11.2 lbs
Weight Recorded,12/10 8:44PM,12.0 lbs
Weight Recorded,12/10 5:54PM,8.1 lbs
Weight Recorded,12/10 2:34PM,9.9 lbs
Weight Recorded,12/10 2:31PM,10.1 lbs
Weight Recorded,12/10 1:20PM,11.7 lbs
Weight Recorded,12/10 12:18PM,8.0 lbs
Weight Recorded,12/10 9:51AM,7.8 lbs
Weight Recorded,12/10 1:02AM,12.5 lbs
Weight Recorded,12/9 11:28PM,8.1 lbs
Weight Recorded,12/9 11:12PM,12.5 lbs
Weight Recorded,12/9 10:50PM,9.7 lbs
Weight Recorded,12/9 10:07PM,11.1 lbs
Weight Recorded,12/9 6:47PM,10.8 lbs
Weight Recorded,12/9 6:32PM,12.8 lbs
Weight Recorded,12/9 4:14PM,8.0 lbs
Weight Recorded,12/9 12:53PM,12.3 lbs
Weight Recorded,12/9 8:56AM,10.1 lbs
Weight Recorded,12/9 7:30AM,8.5 lbs
Weight Recorded,12/9 5:38AM,11.9 lbs
Weight Recorded,12/9 12:27AM,10.4 lbs
Weight Recorded,12/8 11:14PM,10.9 lbs
Weight Recorded,12/8 11:12PM,11.9 lbs
Weight Recorded,12/8 10:50PM,7.6 lbs
Weight Recorded,12/8 10:13PM,10.1 lbs
Weight Recorded,12/8 10:10PM,12.8 lbs
Weight Recorded,12/8 12:17PM,12.4 lbs
Weight Recorded,12/8 10:47AM,8.2 lbs
Weight Recorded,12/8 7:13AM,8.2 lbs
Weight Recorded,12/8 6:14AM,12.0 lbs
Weight Recorded,12/8 6:04AM,12.8 lbs
Weight Recorded,12/8 1:32AM,10.4 lbs
Weight Recorded,12/8 12:45AM,12.7 lbs
Weight Recorded,12/8 12:42AM,12.8 lbs
Weight Recorded,12/8 12:36AM,7.9 lbs
Weight Recorded,12/7 8:32PM,12.2 lbs
Weight Recorded,12/7 5:31PM,7.3 lbs
Weight Recorded,12/7 4:54PM,10.4 lbs
Weight Recorded,12/7 4:14PM,13.5 lbs
Weight Recorded,12/7 3:53PM,11.6 lbs
Weight Recorded,12/7 11:55AM,12.2 lbs
Weight Recorded,12/7 11:36AM,10.5 lbs
Weight Recorded,12/7 7:48AM,17.9 lbs
Weight Recorded,12/7 12:20AM,10.7 lbs
Weight Recorded,12/7 12:18AM,8.7 lbs
Weight Recorded,12/7 12:16AM,8.3 lbs
Weight Recorded,12/6 10:52PM,11.4 lbs
Weight Recorded,12/6 10:17PM,12.8 lbs
Weight Recorded,12/6 10:07PM,12.0 lbs
Weight Recorded,12/6 4:53PM,7.6 lbs
Weight Recorded,12/6 4:32PM,10.4 lbs
Weight Recorded,12/6 1:49PM,9.3 lbs
Weight Recorded,12/6 1:42PM,13.1 lbs
Weight Recorded,12/6 7:53AM,6.8 lbs
Weight Recorded,12/6 7:03AM,7.9 lbs
Weight Recorded,12/6 12:37AM,12.3 lbs
Weight Recorded,12/5 9:04PM,11.2 lbs
Weight Recorded,12/5 8:13PM,8.0 lbs
Weight Recorded,12/5 6:05PM,13.1 lbs
Weight Recorded,12/5 5:40PM,9.9 lbs
Weight Recorded,12/5 4:50PM,8.2 lbs
Weight Recorded,12/5 3:21PM,8.7 lbs
Weight Recorded,12/5 3:13PM,12.2 lbs
Weight Recorded,12/5 2:28PM,10.9 lbs
Weight Recorded,12/5 11:11AM,8.4 lbs
Weight Recorded,12/5 8:02AM,10.1 lbs
Weight Recorded,12/5 6:51AM,8.0 lbs
Weight Recorded,12/5 5:50AM,12.3 lbs
Weight Recorded,12/5 12:04AM,11.9 lbs
Weight Recorded,12/5 12:02AM,11.0 lbs
Weight Recorded,12/4 11:23PM,9.9 lbs
Weight Recorded,12/4 10:15PM,8.0 lbs
Weight Recorded,12/4 10:05PM,12.9 lbs
Weight Recorded,12/4 4:01PM,12.2 lbs
Weight Recorded,12/4 12:33PM,7.9 lbs
Weight Recorded,12/4 11:14AM,10.7 lbs
Weight Recorded,12/4 10:58AM,12.2 lbs
Weight Recorded,12/4 7:32AM,11.2 lbs
Weight Recorded,12/4 6:54AM,8.2 lbs
Weight Recorded,12/4 5:25AM,12.2 lbs
Weight Recorded,12/4 12:42AM,9.8 lbs
Weight Recorded,12/3 11:03PM,8.1 lbs
Weight Recorded,12/3 9:20PM,11.5 lbs
Weight Recorded,12/3 8:33PM,5.8 lbs
Weight Recorded,12/3 8:24PM,11.2 lbs
Weight Recorded,12/3 6:14PM,12.4 lbs
Weight Recorded,12/3 5:59PM,10.7 lbs
Weight Recorded,12/3 5:48PM,12.4 lbs
Weight Recorded,12/3 5:10PM,11.4 lbs
Weight Recorded,12/3 5:02PM,8.5 lbs
Weight Recorded,12/3 11:06AM,11.7 lbs
Weight Recorded,12/3 6:50AM,7.8 lbs
Weight Recorded,12/3 6:05AM,12.4 lbs
Weight Recorded,12/3 1:29AM,9.8 lbs
Weight Recorded,12/2 10:38PM,11.7 lbs
Weight Recorded,12/2 10:14PM,12.5 lbs
Weight Recorded,12/2 8:59PM,7.9 lbs
Weight Recorded,12/2 7:42PM,10.1 lbs
Weight Recorded,12/2 7:37PM,11.7 lbs
Weight Recorded,12/2 5:54PM,10.0 lbs
Weight Recorded,12/2 2:26PM,8.2 lbs
Weight Recorded,12/2 11:08AM,12.6 lbs
Weight Recorded,12/2 7:50AM,11.6 lbs
Weight Recorded,12/2 6:05AM,8.2 lbs
Weight Recorded,12/2 5:57AM,9.7 lbs
Weight Recorded,12/2 5:52AM,12.4 lbs
Weight Recorded,12/1 11:26PM,8.3 lbs
Weight Recorded,12/1 10:43PM,12.4 lbs
Weight Recorded,12/1 10:29PM,12.5 lbs
Weight Recorded,12/1 9:10PM,8.2 lbs
Weight Recorded,12/1 9:01PM,11.6 lbs
Weight Recorded,12/1 7:28PM,12.6 lbs
Weight Recorded,12/1 5:34PM,8.3 lbs
Weight Recorded,12/1 3:34PM,12.5 lbs
Weight Recorded,12/1 10:42AM,11.4 lbs
Weight Recorded,12/1 10:23AM,12.5 lbs
Weight Recorded,12/1 10:15AM,11.5 lbs
Weight Recorded,12/1 7:31AM,9.8 lbs
Weight Recorded,12/1 7:10AM,9.9 lbs
Weight Recorded,12/1 7:02AM,8.1 lbs
Weight Recorded,12/1 6:08AM,12.4 lbs
