Activity,Timestamp,Value
Weight Recorded,2/14 7:20AM,7.5 lbs
Weight Recorded,2/14 5:44AM,9.5 lbs
Weight Recorded,2/14 5:34AM,11.9 lbs
Weight Recorded,2/14 1:11AM,9.6 lbs
Weight Recorded,2/14 1:05AM,6.7 lbs
Weight Recorded,2/14 12:50AM,9.3 lbs
Weight Recorded,2/14 12:49AM,11.2 lbs
Weight Recorded,2/14 12:28AM,12.3 lbs
Weight Recorded,2/14 12:07AM,11.8 lbs
Weight Recorded,2/13 11:52PM,8.1 lbs
Weight Recorded,2/13 10:37PM,10.2 lbs
Weight Recorded,2/13 6:10PM,7.5 lbs
Weight Recorded,2/13 4:09PM,9.9 lbs
Weight Recorded,2/13 3:59PM,11.1 lbs
Weight Recorded,2/13 2:24PM,9.6 lbs
Weight Recorded,2/13 1:24PM,12.0 lbs
Weight Recorded,2/13 11:27AM,9.7 lbs
Weight Recorded,2/13 8:51AM,8.2 lbs
Weight Recorded,2/13 6:41AM,12.1 lbs
Weight Recorded,2/13 6:00AM,7.8 lbs
Weight Recorded,2/13 5:25AM,10.1 lbs
Weight Recorded,2/12 11:02PM,7.8 lbs
Weight Recorded,2/12 10:43PM,11.9 lbs
Weight Recorded,2/12 7:40PM,9.6 lbs
Weight Recorded,2/12 7:37PM,11.3 lbs
Weight Recorded,2/12 7:30PM,11.9 lbs
Weight Recorded,2/12 7:27PM,10.0 lbs
Weight Recorded,2/12 5:52PM,10.0 lbs
Weight Recorded,2/12 4:53PM,8.1 lbs
Weight Recorded,2/12 1:08PM,12.5 lbs
Weight Recorded,2/12 6:35AM,7.2 lbs
Weight Recorded,2/12 6:15AM,11.4 lbs
Weight Recorded,2/12 5:48AM,11.8 lbs
Weight Recorded,2/12 5:26AM,9.8 lbs
Weight Recorded,2/11 10:35PM,12.2 lbs
Weight Recorded,2/11 8:13PM,9.8 lbs
Weight Recorded,2/11 6:34PM,9.7 lbs
Weight Recorded,2/11 5:44PM,10.9 lbs
Weight Recorded,2/11 5:27PM,12.1 lbs
Weight Recorded,2/11 4:34PM,7.7 lbs
Weight Recorded,2/11 11:29AM,8.0 lbs
Weight Recorded,2/11 10:16AM,11.5 lbs
Weight Recorded,2/11 7:03AM,12.2 lbs
Weight Recorded,2/11 6:28AM,7.7 lbs
Weight Recorded,2/11 6:03AM,9.8 lbs
Weight Recorded,2/11 6:00AM,12.0 lbs
Weight Recorded,2/11 1:09AM,10.0 lbs
Weight Recorded,2/10 11:46PM,7.8 lbs
Weight Recorded,2/10 11:00PM,12.2 lbs
Weight Recorded,2/10 10:58PM,11.3 lbs
Weight Recorded,2/10 9:46PM,9.8 lbs
Weight Recorded,2/10 8:09PM,9.8 lbs
Weight Recorded,2/10 6:23PM,7.8 lbs
Weight Recorded,2/10 6:04PM,9.8 lbs
Weight Recorded,2/10 5:57PM,12.0 lbs
Weight Recorded,2/10 5:51PM,11.9 lbs
Weight Recorded,2/10 5:39PM,11.0 lbs
Weight Recorded,2/10 5:33PM,9.8 lbs
Weight Recorded,2/10 12:54PM,7.6 lbs
Weight Recorded,2/10 12:50PM,12.2 lbs
Weight Recorded,2/10 11:13AM,7.8 lbs
Weight Recorded,2/10 9:53AM,7.6 lbs
Weight Recorded,2/10 7:25AM,7.5 lbs
Weight Recorded,2/10 7:13AM,10.9 lbs
Weight Recorded,2/10 6:51AM,11.8 lbs
Weight Recorded,2/10 6:22AM,9.6 lbs
Weight Recorded,2/10 1:25AM,9.8 lbs
Weight Recorded,2/10 12:43AM,11.9 lbs
Weight Recorded,2/10 12:00AM,7.6 lbs
Weight Recorded,2/9 8:26PM,9.6 lbs
Weight Recorded,2/9 8:13PM,10.9 lbs
Weight Recorded,2/9 8:10PM,12.0 lbs
Weight Recorded,2/9 6:18PM,9.8 lbs
Weight Recorded,2/9 6:12PM,10.9 lbs
Weight Recorded,2/9 5:11PM,7.6 lbs
Weight Recorded,2/9 4:21PM,11.8 lbs
Weight Recorded,2/9 1:35PM,7.6 lbs
Weight Recorded,2/9 8:34AM,7.6 lbs
Weight Recorded,2/9 6:09AM,11.7 lbs
Weight Recorded,2/9 5:51AM,9.6 lbs
Weight Recorded,2/9 12:50AM,7.8 lbs
Weight Recorded,2/9 12:16AM,11.0 lbs
Weight Recorded,2/8 10:08PM,10.0 lbs
Weight Recorded,2/8 9:13PM,10.0 lbs
Weight Recorded,2/8 5:36PM,10.2 lbs
Weight Recorded,2/8 4:47PM,6.9 lbs
Weight Recorded,2/8 9:52AM,9.4 lbs
Weight Recorded,2/8 8:59AM,11.5 lbs
Weight Recorded,2/8 7:52AM,11.8 lbs
Weight Recorded,2/8 6:41AM,8.4 lbs
Weight Recorded,2/8 6:15AM,5.9 lbs
Weight Recorded,2/8 5:57AM,11.9 lbs
Weight Recorded,2/8 4:57AM,9.9 lbs
Weight Recorded,2/7 10:40PM,10.8 lbs
Weight Recorded,2/7 10:01PM,11.7 lbs
Weight Recorded,2/7 8:46PM,11.1 lbs
Weight Recorded,2/7 8:40PM,10.7 lbs
Weight Recorded,2/7 7:41PM,9.4 lbs
Weight Recorded,2/7 7:33PM,10.2 lbs
Weight Recorded,2/7 1:57PM,10.0 lbs
Weight Recorded,2/7 1:48PM,10.8 lbs
Weight Recorded,2/7 1:43PM,11.1 lbs
Weight Recorded,2/7 12:00PM,9.2 lbs
Weight Recorded,2/7 11:55AM,6.9 lbs
Weight Recorded,2/7 11:41AM,11.5 lbs
Weight Recorded,2/7 8:48AM,10.7 lbs
Weight Recorded,2/7 6:44AM,10.8 lbs
Weight Recorded,2/7 6:37AM,11.4 lbs
Weight Recorded,2/7 6:14AM,9.0 lbs
Weight Recorded,2/7 5:48AM,9.8 lbs
Weight Recorded,2/7 2:39AM,7.6 lbs
Weight Recorded,2/7 2:01AM,11.1 lbs
Weight Recorded,2/7 1:47AM,12.5 lbs
Weight Recorded,2/6 8:52PM,10.5 lbs
Weight Recorded,2/6 8:41PM,10.2 lbs
Weight Recorded,2/6 6:49PM,6.8 lbs
Weight Recorded,2/6 6:29PM,11.8 lbs
Weight Recorded,2/6 3:55PM,11.7 lbs
Weight Recorded,2/6 1:13PM,11.7 lbs
Weight Recorded,2/6 12:37PM,7.8 lbs
Weight Recorded,2/6 7:23AM,6.9 lbs
Weight Recorded,2/6 7:14AM,10.0 lbs
Weight Recorded,2/6 6:27AM,10.9 lbs
Weight Recorded,2/6 6:14AM,10.9 lbs
Weight Recorded,2/6 5:24AM,9.7 lbs
Weight Recorded,2/6 2:07AM,12.4 lbs
Weight Recorded,2/6 12:23AM,11.8 lbs
Weight Recorded,2/5 11:38PM,7.2 lbs
Weight Recorded,2/5 9:11PM,11.6 lbs
Weight Recorded,2/5 6:14PM,9.7 lbs
Weight Recorded,2/5 3:17PM,12.1 lbs
Weight Recorded,2/5 3:07PM,10.5 lbs
Weight Recorded,2/5 2:57PM,9.9 lbs
Weight Recorded,2/5 2:44PM,9.6 lbs
Weight Recorded,2/5 1:45PM,6.9 lbs
Weight Recorded,2/5 1:40PM,11.6 lbs
Weight Recorded,2/5 1:31PM,10.8 lbs
Weight Recorded,2/5 9:50AM,11.2 lbs
Weight Recorded,2/5 9:47AM,11.1 lbs
Weight Recorded,2/5 9:24AM,7.5 lbs
Weight Recorded,2/5 7:18AM,10.3 lbs
Weight Recorded,2/5 6:47AM,11.8 lbs
Weight Recorded,2/5 5:29AM,10.9 lbs
Weight Recorded,2/5 5:07AM,10.2 lbs
Weight Recorded,2/5 1:13AM,11.2 lbs
Weight Recorded,2/5 12:04AM,10.0 lbs
Weight Recorded,2/5 12:02AM,10.1 lbs
Weight Recorded,2/4 7:39PM,11.1 lbs
Weight Recorded,2/4 5:51PM,9.2 lbs
Weight Recorded,2/4 4:02PM,10.1 lbs
Weight Recorded,2/4 3:55PM,7.6 lbs
Weight Recorded,2/4 2:50PM,12.8 lbs
Weight Recorded,2/4 6:02AM,12.2 lbs
Weight Recorded,2/4 5:44AM,10.1 lbs
Weight Recorded,2/3 11:57PM,9.7 lbs
Weight Recorded,2/3 11:45PM,7.8 lbs
Weight Recorded,2/3 9:28PM,11.1 lbs
Weight Recorded,2/3 9:09PM,11.2 lbs
Weight Recorded,2/3 8:51PM,10.1 lbs
Weight Recorded,2/3 8:46PM,10.6 lbs
Weight Recorded,2/3 3:31PM,7.8 lbs
Weight Recorded,2/3 7:11AM,8.2 lbs
Weight Recorded,2/3 6:19AM,10.4 lbs
Weight Recorded,2/3 6:15AM,7.0 lbs
Weight Recorded,2/3 5:53AM,8.9 lbs
Weight Recorded,2/3 5:41AM,12.6 lbs
Weight Recorded,2/3 4:44AM,10.2 lbs
Weight Recorded,2/3 2:25AM,11.6 lbs
Weight Recorded,2/3 2:01AM,10.0 lbs
Weight Recorded,2/3 1:17AM,9.7 lbs
Weight Recorded,2/3 12:51AM,6.5 lbs
Weight Recorded,2/3 12:30AM,9.4 lbs
Weight Recorded,2/3 12:22AM,7.0 lbs
Weight Recorded,2/2 10:18PM,11.3 lbs
Weight Recorded,2/2 9:57PM,12.0 lbs
Weight Recorded,2/2 9:08PM,6.6 lbs
Weight Recorded,2/2 8:38PM,10.1 lbs
Weight Recorded,2/2 8:08PM,6.2 lbs
Weight Recorded,2/2 8:06PM,10.4 lbs
Weight Recorded,2/2 2:00PM,10.3 lbs
Weight Recorded,2/2 1:28PM,9.9 lbs
Weight Recorded,2/2 11:37AM,13.4 lbs
Weight Recorded,2/2 10:32AM,8.1 lbs
Weight Recorded,2/2 7:26AM,11.0 lbs
Weight Recorded,2/2 7:10AM,9.9 lbs
Weight Recorded,2/2 6:54AM,7.8 lbs
Weight Recorded,2/2 6:13AM,12.7 lbs
Weight Recorded,2/2 12:30AM,8.2 lbs
Weight Recorded,2/1 10:58PM,10.1 lbs
Weight Recorded,2/1 10:14PM,12.4 lbs
Weight Recorded,2/1 7:51PM,10.7 lbs
Weight Recorded,2/1 6:28PM,8.3 lbs
Weight Recorded,2/1 6:23PM,12.2 lbs
Weight Recorded,2/1 5:41PM,10.2 lbs
Weight Recorded,2/1 2:39PM,8.1 lbs
Weight Recorded,2/1 7:41AM,10.5 lbs
Weight Recorded,2/1 6:42AM,8.3 lbs
Weight Recorded,2/1 6:12AM,12.7 lbs
Weight Recorded,2/1 5:56AM,10.6 lbs
Weight Recorded,2/1 5:49AM,12.6 lbs
Weight Recorded,2/1 5:45AM,12.6 lbs
Weight Recorded,2/1 1:22AM,10.5 lbs
Weight Recorded,2/1 12:36AM,13.1 lbs
Weight Recorded,1/31 6:39PM,7.9 lbs
Weight Recorded,1/31 6:31PM,11.2 lbs
Weight Recorded,1/31 6:26PM,12.1 lbs
Weight Recorded,1/31 12:42PM,11.8 lbs
Weight Recorded,1/31 12:25PM,12.6 lbs
Weight Recorded,1/31 9:11AM,8.0 lbs
Weight Recorded,1/31 7:01AM,10.6 lbs
Weight Recorded,1/31 6:16AM,7.6 lbs
Weight Recorded,1/31 5:24AM,11.2 lbs
Weight Recorded,1/31 5:20AM,12.3 lbs
Weight Recorded,1/30 9:22PM,11.2 lbs
Weight Recorded,1/30 8:16PM,12.6 lbs
Weight Recorded,1/30 6:58PM,7.6 lbs
Weight Recorded,1/30 5:48PM,12.4 lbs
Weight Recorded,1/30 3:23PM,8.3 lbs
Weight Recorded,1/30 1:00PM,12.4 lbs
Weight Recorded,1/30 12:52PM,10.0 lbs
Weight Recorded,1/30 11:19AM,8.2 lbs
Weight Recorded,1/30 9:17AM,8.9 lbs
Weight Recorded,1/30 6:51AM,11.0 lbs
Weight Recorded,1/30 6:35AM,10.8 lbs
Weight Recorded,1/30 6:07AM,7.7 lbs
Weight Recorded,1/30 5:03AM,13.2 lbs
Weight Recorded,1/29 10:32PM,8.2 lbs
Weight Recorded,1/29 9:23PM,8.0 lbs
Weight Recorded,1/29 8:53PM,12.5 lbs
Weight Recorded,1/29 8:41PM,10.5 lbs
Weight Recorded,1/29 7:00PM,11.4 lbs
Weight Recorded,1/29 6:55PM,12.6 lbs
Weight Recorded,1/29 6:49PM,12.6 lbs
Weight Recorded,1/29 5:47PM,11.3 lbs
Weight Recorded,1/29 5:34PM,7.7 lbs
Weight Recorded,1/29 3:10PM,10.9 lbs
Weight Recorded,1/29 7:55AM,7.6 lbs
Weight Recorded,1/29 6:54AM,10.8 lbs
Weight Recorded,1/29 5:51AM,12.6 lbs
Weight Recorded,1/28 11:25PM,8.3 lbs
Weight Recorded,1/28 11:11PM,12.1 lbs
Weight Recorded,1/28 10:50PM,13.0 lbs
Weight Recorded,1/28 8:47PM,10.4 lbs
Weight Recorded,1/28 7:38PM,13.3 lbs
Weight Recorded,1/28 4:44PM,13.0 lbs
Weight Recorded,1/28 4:40PM,10.1 lbs
Weight Recorded,1/28 11:10AM,8.9 lbs
Weight Recorded,1/28 10:53AM,12.4 lbs
Weight Recorded,1/28 7:33AM,10.9 lbs
Weight Recorded,1/28 7:18AM,12.2 lbs
Weight Recorded,1/28 6:50AM,12.9 lbs
Weight Recorded,1/28 6:33AM,7.8 lbs
Weight Recorded,1/28 5:43AM,13.1 lbs
Weight Recorded,1/27 10:19PM,11.0 lbs
Weight Recorded,1/27 10:06PM,13.2 lbs
Weight Recorded,1/27 5:47PM,7.8 lbs
Weight Recorded,1/27 5:11PM,10.9 lbs
Weight Recorded,1/27 4:56PM,13.3 lbs
Weight Recorded,1/27 4:40PM,11.9 lbs
Weight Recorded,1/27 8:00AM,11.0 lbs
Weight Recorded,1/27 6:22AM,8.2 lbs
Weight Recorded,1/27 6:16AM,12.4 lbs
