Activity,Timestamp,Value
Weight Recorded,1/12 7:04AM,7.9 lbs
Weight Recorded,1/12 6:24AM,11.9 lbs
Weight Recorded,1/12 2:35AM,10.1 lbs
Weight Recorded,1/12 2:15AM,7.9 lbs
Weight Recorded,1/12 1:45AM,11.2 lbs
Weight Recorded,1/12 12:13AM,12.2 lbs
Weight Recorded,1/12 12:12AM,12.0 lbs
Weight Recorded,1/11 11:51PM,12.3 lbs
Weight Recorded,1/11 10:57PM,10.1 lbs
Weight Recorded,1/11 10:45PM,12.2 lbs
Weight Recorded,1/11 10:10PM,10.0 lbs
Weight Recorded,1/11 9:51PM,12.4 lbs
Weight Recorded,1/11 8:24PM,12.5 lbs
Weight Recorded,1/11 2:45PM,8.1 lbs
Weight Recorded,1/11 12:09PM,12.3 lbs
Weight Recorded,1/11 10:52AM,7.9 lbs
Weight Recorded,1/11 9:55AM,10.1 lbs
Weight Recorded,1/11 9:45AM,11.8 lbs
Weight Recorded,1/11 7:16AM,12.1 lbs
Weight Recorded,1/11 6:18AM,12.2 lbs
Weight Recorded,1/11 4:42AM,10.1 lbs
Weight Recorded,1/11 3:38AM,12.4 lbs
Weight Recorded,1/11 2:17AM,7.7 lbs
Weight Recorded,1/10 10:18PM,10.3 lbs
Weight Recorded,1/10 9:30PM,12.4 lbs
Weight Recorded,1/10 5:42PM,12.4 lbs
Weight Recorded,1/10 4:47PM,12.3 lbs
Weight Recorded,1/10 1:54PM,12.4 lbs
Weight Recorded,1/10 1:43PM,9.6 lbs
Weight Recorded,1/10 1:41PM,9.2 lbs
Weight Recorded,1/10 1:39PM,9.9 lbs
Weight Recorded,1/10 12:55PM,9.4 lbs
Weight Recorded,1/10 12:53PM,7.8 lbs
Weight Recorded,1/10 12:31PM,10.1 lbs
Weight Recorded,1/10 6:50AM,7.9 lbs
Weight Recorded,1/10 6:24AM,12.3 lbs
Weight Recorded,1/9 11:56PM,12.0 lbs
Weight Recorded,1/9 11:10PM,12.1 lbs
Weight Recorded,1/9 11:08PM,10.1 lbs
Weight Recorded,1/9 8:55PM,4.7 lbs
Weight Recorded,1/9 7:58PM,8.0 lbs
Weight Recorded,1/9 5:43PM,12.1 lbs
Weight Recorded,1/9 4:45PM,11.5 lbs
Weight Recorded,1/9 4:38PM,12.2 lbs
Weight Recorded,1/9 3:35PM,8.0 lbs
Weight Recorded,1/9 1:29PM,10.2 lbs
Weight Recorded,1/9 7:09AM,8.1 lbs
Weight Recorded,1/9 6:11AM,12.3 lbs
Weight Recorded,1/9 12:10AM,10.4 lbs
Weight Recorded,1/8 11:07PM,12.3 lbs
Weight Recorded,1/8 6:57PM,8.0 lbs
Weight Recorded,1/8 5:22PM,10.1 lbs
Weight Recorded,1/8 5:19PM,11.5 lbs
Weight Recorded,1/8 4:24PM,12.1 lbs
Weight Recorded,1/8 4:09PM,12.5 lbs
Weight Recorded,1/8 2:23PM,8.0 lbs
Weight Recorded,1/8 11:22AM,10.2 lbs
Weight Recorded,1/8 10:01AM,8.1 lbs
Weight Recorded,1/8 6:09AM,12.2 lbs
Weight Recorded,1/8 12:12AM,12.3 lbs
Weight Recorded,1/7 10:35PM,10.1 lbs
Weight Recorded,1/7 10:22PM,7.8 lbs
Weight Recorded,1/7 10:04PM,11.3 lbs
Weight Recorded,1/7 9:24PM,12.5 lbs
Weight Recorded,1/7 7:52PM,10.7 lbs
Weight Recorded,1/7 7:32PM,10.4 lbs
Weight Recorded,1/7 6:59PM,12.8 lbs
Weight Recorded,1/7 5:56PM,9.9 lbs
Weight Recorded,1/7 5:05PM,11.9 lbs
Weight Recorded,1/7 10:47AM,7.6 lbs
Weight Recorded,1/7 10:22AM,10.1 lbs
Weight Recorded,1/7 7:40AM,12.0 lbs
Weight Recorded,1/7 7:22AM,10.0 lbs
Weight Recorded,1/7 5:57AM,12.2 lbs
Weight Recorded,1/6 6:56PM,8.0 lbs
Weight Recorded,1/6 6:25PM,12.2 lbs
Weight Recorded,1/6 2:57PM,10.8 lbs
Weight Recorded,1/6 2:17PM,12.3 lbs
Weight Recorded,1/6 12:48PM,12.4 lbs
Weight Recorded,1/6 11:04AM,7.9 lbs
Weight Recorded,1/6 8:07AM,10.2 lbs
Weight Recorded,1/6 7:22AM,12.1 lbs
Weight Recorded,1/6 5:57AM,12.0 lbs
Weight Recorded,1/6 3:51AM,8.0 lbs
Weight Recorded,1/5 11:34PM,7.3 lbs
Weight Recorded,1/5 11:05PM,10.3 lbs
Weight Recorded,1/5 9:42PM,11.2 lbs
Weight Recorded,1/5 9:33PM,8.0 lbs
Weight Recorded,1/5 9:08PM,12.3 lbs
Weight Recorded,1/5 4:59PM,10.5 lbs
Weight Recorded,1/5 4:27PM,7.8 lbs
Weight Recorded,1/5 12:39PM,11.6 lbs
Weight Recorded,1/5 10:40AM,8.3 lbs
Weight Recorded,1/5 8:36AM,7.5 lbs
Weight Recorded,1/5 7:45AM,10.6 lbs
Weight Recorded,1/5 7:21AM,10.6 lbs
Weight Recorded,1/5 6:40AM,11.5 lbs
Weight Recorded,1/4 11:34PM,8.1 lbs
Weight Recorded,1/4 9:49PM,12.1 lbs
Weight Recorded,1/4 9:20PM,11.7 lbs
Weight Recorded,1/4 8:37PM,12.6 lbs
Weight Recorded,1/4 6:15PM,10.2 lbs
Weight Recorded,1/4 6:10PM,10.7 lbs
Weight Recorded,1/4 5:41PM,12.4 lbs
Weight Recorded,1/4 5:31PM,11.0 lbs
Weight Recorded,1/4 5:08PM,10.0 lbs
Weight Recorded,1/4 3:46PM,7.8 lbs
Weight Recorded,1/4 10:52AM,11.9 lbs
Weight Recorded,1/4 7:42AM,8.0 lbs
Weight Recorded,1/4 6:27AM,12.2 lbs
Weight Recorded,1/4 2:58AM,12.2 lbs
Weight Recorded,1/4 2:24AM,9.8 lbs
Weight Recorded,1/4 1:47AM,11.1 lbs
Weight Recorded,1/4 1:34AM,10.5 lbs
Weight Recorded,1/4 1:25AM,11.6 lbs
Weight Recorded,1/3 11:53PM,8.0 lbs
Weight Recorded,1/3 4:59PM,8.0 lbs
Weight Recorded,1/3 4:44PM,12.2 lbs
Weight Recorded,1/3 4:05PM,11.3 lbs
Weight Recorded,1/3 12:54PM,11.4 lbs
Weight Recorded,1/3 12:18PM,8.0 lbs
Weight Recorded,1/3 11:55AM,12.1 lbs
Weight Recorded,1/3 10:06AM,10.2 lbs
Weight Recorded,1/3 8:07AM,10.3 lbs
Weight Recorded,1/3 7:33AM,8.0 lbs
Weight Recorded,1/3 6:50AM,12.4 lbs
Weight Recorded,1/2 10:34PM,11.6 lbs
Weight Recorded,1/2 10:21PM,12.2 lbs
Weight Recorded,1/2 7:06PM,9.9 lbs
Weight Recorded,1/2 6:36PM,7.6 lbs
Weight Recorded,1/2 4:51PM,12.2 lbs
Weight Recorded,1/2 4:15PM,12.0 lbs
Weight Recorded,1/2 2:25PM,8.0 lbs
Weight Recorded,1/2 1:30PM,9.9 lbs
Weight Recorded,1/2 10:24AM,12.2 lbs
Weight Recorded,1/2 9:34AM,7.8 lbs
Weight Recorded,1/2 8:55AM,9.9 lbs
Weight Recorded,1/2 8:39AM,10.9 lbs
Weight Recorded,1/2 7:15AM,11.0 lbs
Weight Recorded,1/2 6:21AM,10.0 lbs
Weight Recorded,1/2 5:47AM,12.2 lbs
Weight Recorded,1/2 2:00AM,9.9 lbs
Weight Recorded,1/2 12:22AM,7.9 lbs
Weight Recorded,1/1 5:13PM,12.2 lbs
Weight Recorded,1/1 3:42PM,10.2 lbs
Weight Recorded,1/1 11:15AM,11.0 lbs
Weight Recorded,1/1 7:39AM,12.1 lbs
Weight Recorded,1/1 6:47AM,12.1 lbs
Weight Recorded,1/1 5:46AM,9.7 lbs
Weight Recorded,1/1 5:20AM,8.1 lbs
Weight Recorded,1/1 2:55AM,7.5 lbs
Weight Recorded,1/1 2:33AM,10.1 lbs
Weight Recorded,1/1 1:52AM,12.7 lbs
Weight Recorded,12/31 6:49PM,12.4 lbs
Weight Recorded,12/31 5:41PM,10.4 lbs
Weight Recorded,12/31 4:58PM,8.1 lbs
Weight Recorded,12/31 4:47PM,11.3 lbs
Weight Recorded,12/31 2:12PM,11.1 lbs
Weight Recorded,12/31 12:47PM,11.9 lbs
Weight Recorded,12/31 10:58AM,7.7 lbs
Weight Recorded,12/31 8:48AM,10.3 lbs
Weight Recorded,12/31 8:23AM,8.3 lbs
Weight Recorded,12/31 8:19AM,12.4 lbs
Weight Recorded,12/31 8:08AM,7.7 lbs
Weight Recorded,12/31 7:25AM,12.7 lbs
Weight Recorded,12/31 12:48AM,10.2 lbs
Weight Recorded,12/30 11:32PM,12.7 lbs
Weight Recorded,12/30 10:41PM,11.1 lbs
Weight Recorded,12/30 10:16PM,11.1 lbs
Weight Recorded,12/30 9:51PM,4.0 lbs
Weight Recorded,12/30 9:13PM,7.9 lbs
Weight Recorded,12/30 8:01PM,10.5 lbs
Weight Recorded,12/30 5:15PM,8.1 lbs
Weight Recorded,12/30 4:46PM,10.5 lbs
Weight Recorded,12/30 4:39PM,12.0 lbs
Weight Recorded,12/30 4:06PM,9.7 lbs
Weight Recorded,12/30 9:10AM,8.4 lbs
Weight Recorded,12/30 8:12AM,12.4 lbs
Weight Recorded,12/30 6:49AM,10.3 lbs
Weight Recorded,12/30 6:46AM,11.5 lbs
Weight Recorded,12/30 6:25AM,12.2 lbs
Weight Recorded,12/29 10:40PM,12.1 lbs
Weight Recorded,12/29 10:37PM,12.4 lbs
Weight Recorded,12/29 7:28PM,7.9 lbs
Weight Recorded,12/29 5:40PM,11.1 lbs
Weight Recorded,12/29 4:21PM,12.5 lbs
Weight Recorded,12/29 3:43PM,10.2 lbs
Weight Recorded,12/29 2:54PM,7.8 lbs
Weight Recorded,12/29 10:46AM,10.4 lbs
Weight Recorded,12/29 9:14AM,11.6 lbs
Weight Recorded,12/29 8:49AM,8.1 lbs
Weight Recorded,12/29 2:43AM,7.9 lbs
Weight Recorded,12/29 2:15AM,10.3 lbs
Weight Recorded,12/29 12:47AM,12.2 lbs
Weight Recorded,12/29 12:42AM,10.3 lbs
Weight Recorded,12/29 12:39AM,11.4 lbs
Weight Recorded,12/29 12:29AM,12.3 lbs
Weight Recorded,12/29 12:24AM,12.3 lbs
Weight Recorded,12/28 9:40PM,12.5 lbs
Weight Recorded,12/28 3:33PM,10.2 lbs
Weight Recorded,12/28 3:23PM,8.1 lbs
